YEAR,SERIAL,HWTSUPP,ASECFLAG,HFLAG,METAREA,MONTH,PERNUM,WTSUPP,SEX,RACE,OCC2010,INCTOT
2013,93935,1476.47,1,,7365,3,4,1725.55,1,100,9920,99999999
2013,93936,1332.19,1,,7365,3,1,1332.19,1,100,6420,72000
2013,93936,1332.19,1,,7365,3,2,1365.72,2,100,9920,0
2013,93936,1332.19,1,,7365,3,3,2185.5,1,100,8810,30000
2013,93937,3692.66,1,,7365,3,1,3692.66,2,100,9920,11158
2013,93938,1602.02,1,,7365,3,1,1602.02,1,100,10,76686
2013,93938,1602.02,1,,7365,3,2,1602.02,2,100,4510,4000
2013,93938,1602.02,1,,7365,3,3,1657.95,2,100,9920,1000
2013,93939,3579.92,1,,7365,3,1,3579.92,1,100,9920,14402
2013,93939,3579.92,1,,7365,3,2,3291.07,2,100,150,161500
2013,93939,3579.92,1,,7365,3,3,3291.07,1,100,9920,52500
2013,93940,1624.44,1,,7365,3,1,1624.44,1,100,530,115840
2013,93940,1624.44,1,,7365,3,2,1624.44,2,100,7000,80040
2013,93940,1624.44,1,,7365,3,3,1744.09,2,100,9920,99999999
2013,93940,1624.44,1,,7365,3,4,1539.91,1,100,9920,99999999
2013,93941,3142.83,1,,7365,3,1,3142.83,2,100,4010,36880
2013,93941,3142.83,1,,7365,3,2,3142.83,1,100,5260,84000
2013,93941,3142.83,1,,7365,3,3,4125,1,100,9920,99999999
2013,93942,1628.39,1,,7365,3,1,1628.39,2,100,310,40590
2013,93942,1628.39,1,,7365,3,2,1628.39,1,100,430,204150
2013,93942,1628.39,1,,7365,3,3,1641.14,2,100,9920,99999999
2013,93943,3419.56,1,,7365,3,1,3419.56,1,100,4000,25000
2013,93943,3419.56,1,,7365,3,2,3006.41,2,100,9920,99999999
2013,93943,3419.56,1,,7365,3,3,3419.56,2,100,5120,3000
2013,93944,2056.75,1,,7365,3,1,2056.75,2,651,620,35000
2013,93944,2056.75,1,,7365,3,2,2056.75,1,651,9920,0
2013,93945,2110.26,1,,7365,3,1,2110.26,1,100,2200,150871
2013,93945,2110.26,1,,7365,3,2,2110.26,2,300,2200,75671
2013,93945,2110.26,1,,7365,3,3,1837.72,2,802,9920,99999999
2013,93945,2110.26,1,,7365,3,4,1850.81,2,802,9920,99999999
2013,93946,1652.24,1,,7365,3,1,1652.24,1,100,2910,100600
2013,93946,1652.24,1,,7365,3,2,1652.24,2,100,3060,30000
2013,93946,1652.24,1,,7365,3,3,1584.81,2,100,9920,99999999
2013,93949,1697.39,1,,7365,3,1,1697.39,1,100,110,115266
2013,93949,1697.39,1,,7365,3,2,1697.39,2,100,30,50110
2013,93949,1697.39,1,,7365,3,3,1535.95,1,100,9920,99999999
2013,93949,1697.39,1,,7365,3,4,1535.95,1,100,9920,99999999
2013,93950,1414.49,1,,7365,3,1,1414.49,2,100,730,76270
2013,93950,1414.49,1,,7365,3,2,1414.49,1,100,6010,100380
2013,93952,1801.23,1,,7365,3,1,1801.23,1,100,1430,100200
2013,93952,1801.23,1,,7365,3,2,1801.23,2,100,9920,0
2013,93952,1801.23,1,,7365,3,3,1748.58,2,100,9920,99999999
2013,93953,2974.41,1,,7365,3,1,2974.41,1,100,9920,18947
2013,93954,1368.62,1,,7365,3,1,1368.62,1,100,2100,134883
2013,93954,1368.62,1,,7365,3,2,1649.88,2,100,9620,20002
2013,93954,1368.62,1,,7365,3,3,1372.94,2,100,9920,221
2013,93954,1368.62,1,,7365,3,4,1368.62,2,100,3130,55000
2013,93955,1466.67,1,,7365,3,1,1466.67,1,100,4700,103300
2013,93955,1466.67,1,,7365,3,2,1466.67,2,100,1050,50300
2013,93955,1466.67,1,,7365,3,3,1447.89,2,100,9920,16280
2013,93955,1466.67,1,,7365,3,4,1139.7,1,100,6230,73000
2013,93955,1466.67,1,,7365,3,5,1303.71,1,100,9920,99999999
2013,93956,3270.2,1,,7365,3,1,3270.2,1,100,9130,19499
2013,93956,3270.2,1,,7365,3,2,3270.2,2,100,2320,85000
2013,93958,1848.84,1,,7365,3,1,1848.84,1,100,4850,51388
2013,93958,1848.84,1,,7365,3,2,1848.84,2,651,1000,131388
2013,93958,1848.84,1,,7365,3,3,2097.04,1,803,9920,99999999
2013,93958,1848.84,1,,7365,3,4,1905.13,2,803,9920,99999999
2013,93959,3270.2,1,,7365,3,1,3270.2,2,100,9920,9131
2013,93959,3270.2,1,,7365,3,2,3270.2,1,100,9920,43207
2013,93961,1315.61,1,,7365,3,1,1315.61,2,100,620,60500
2013,93962,1495.95,1,,7365,3,1,1495.95,1,651,430,30491
2013,93963,2912.17,1,,7365,3,1,2912.17,2,100,1020,120029
2013,93964,1325.44,1,,7365,3,1,1325.44,1,200,1000,20500
2013,93964,1325.44,1,,7365,3,2,1325.44,2,100,2310,50000
2013,93965,3447.39,1,,7365,3,1,3447.39,1,100,1100,101000
2013,93966,3753.95,1,,7365,3,1,3753.95,1,100,2320,103090
2013,93966,3753.95,1,,7365,3,2,3753.95,2,100,430,48337
2013,93966,3753.95,1,,7365,3,3,3236.55,2,100,9920,31850
2013,93967,1882.31,1,,7365,3,1,1882.31,1,100,2040,107772
2013,93967,1882.31,1,,7365,3,2,1882.31,2,100,2630,77772
2013,93967,1882.31,1,,7365,3,3,1726.16,2,100,9920,17015
2013,93967,1882.31,1,,7365,3,4,1734.71,1,100,9920,565
2013,93968,3367.97,1,,7365,3,1,3367.97,2,100,5000,67006
2013,93968,3367.97,1,,7365,3,2,3367.97,1,100,9920,16806
2013,93968,3367.97,1,,7365,3,3,3655.43,2,100,4120,3000
2013,93969,3695.75,1,,7365,3,1,3695.75,1,100,9920,51683
2013,93969,3695.75,1,,7365,3,2,3695.75,2,100,9920,51299
2013,93970,3412.75,1,,7365,3,1,3412.75,2,100,9920,68523
2013,93971,2037.28,1,,7365,3,1,2037.28,1,652,710,20246
2013,93971,2037.28,1,,7365,3,2,2037.28,2,652,9920,446
2013,93971,2037.28,1,,7365,3,3,2256.85,2,652,5700,16000
2013,93971,2037.28,1,,7365,3,4,2256.85,2,652,3930,20800
2013,93971,2037.28,1,,7365,3,5,2256.85,2,652,6440,10825
2013,93972,1249.46,1,,7365,3,1,1249.46,1,100,1720,146100
2013,93972,1249.46,1,,7365,3,2,1249.46,2,100,130,104150
2013,93973,1602.73,1,,7365,3,1,1602.73,2,100,4720,2
2013,93973,1602.73,1,,7365,3,2,1602.73,1,100,9140,39002
2013,93973,1602.73,1,,7365,3,3,1250.8,1,100,9920,99999999
2013,93973,1602.73,1,,7365,3,4,1193.92,2,100,9920,99999999
2013,93973,1602.73,1,,7365,3,5,1133.26,2,100,9920,99999999
2013,93974,1453.74,1,,7365,3,1,1453.74,1,100,3930,19670
2013,93974,1453.74,1,,7365,3,2,1453.74,2,100,4760,33615
2013,93975,2457.61,1,,7365,3,1,2457.61,2,300,4220,30000
2013,93975,2457.61,1,,7365,3,2,2697.63,1,300,9920,0
2013,93976,1421.94,1,,7365,3,1,1421.94,1,100,6720,0
2013,93976,1421.94,1,,7365,3,2,2230.77,1,651,9920,20400
2013,93976,1421.94,1,,7365,3,3,1411.26,1,651,1100,97542
2013,93977,1443.94,1,,7365,3,1,1443.94,1,100,9130,50016
2013,93977,1443.94,1,,7365,3,2,1443.94,2,100,5400,25040
2013,93977,1443.94,1,,7365,3,3,1495.41,1,100,9920,99999999
2013,93977,1443.94,1,,7365,3,4,1675.66,2,100,9920,99999999
2013,93977,1443.94,1,,7365,3,5,2061.78,1,100,9620,5000
2013,93977,1443.94,1,,7365,3,6,1412.42,2,100,4610,2601
2013,93977,1443.94,1,,7365,3,7,1412.42,1,100,9920,13879
2013,93977,1443.94,1,,7365,3,8,2190.79,1,100,110,0
2013,93978,1385.2,1,,7365,3,1,1385.2,1,100,9140,43000
2013,93978,1385.2,1,,7365,3,2,2198.9,1,100,4720,36001
2013,93979,1414.68,1,,7365,3,1,1414.68,2,100,9920,20999
2013,93979,1414.68,1,,7365,3,2,1414.68,1,100,9920,20999
2013,93979,1414.68,1,,7365,3,3,1412.42,2,100,9920,11399
2013,93981,1287.52,1,,7365,3,1,1287.52,2,100,9920,0
2013,93981,1287.52,1,,7365,3,2,1287.52,1,100,205,65000
2013,93981,1287.52,1,,7365,3,3,1394.36,2,100,4900,2000
2013,93981,1287.52,1,,7365,3,4,1394.36,2,100,4900,1000
2013,93981,1287.52,1,,7365,3,5,1153.79,2,100,9920,99999999
2013,93982,1440.8,1,,7365,3,1,1440.8,2,100,9920,0
2013,93982,1440.8,1,,7365,3,2,1440.8,1,100,4030,20000
2013,93982,1440.8,1,,7365,3,3,1467.45,1,100,9920,99999999
2013,93983,1593.05,1,,7365,3,1,1593.05,2,100,4000,0
2013,93983,1593.05,1,,7365,3,2,1593.05,1,100,4000,41616
2013,93983,1593.05,1,,7365,3,3,1430.19,1,100,9920,99999999
2013,93983,1593.05,1,,7365,3,4,1212.93,2,100,9920,99999999
2013,93985,1446.26,1,,7365,3,1,1446.26,2,100,4110,29300
2013,93985,1446.26,1,,7365,3,2,1371.98,1,100,9920,99999999
2013,93985,1446.26,1,,7365,3,3,1441.92,2,100,9920,99999999
2013,93985,1446.26,1,,7365,3,4,1517.37,1,100,9920,99999999
2013,93987,1442.74,1,,7365,3,1,1442.74,1,100,4000,6211
2013,93987,1442.74,1,,7365,3,2,3216.47,1,100,6260,8320
2013,93987,1442.74,1,,7365,3,3,1339.88,2,100,9620,9200
2013,93987,1442.74,1,,7365,3,4,1543.5,2,100,9920,0
2013,93987,1442.74,1,,7365,3,5,1543.5,1,100,6600,32000
2013,93987,1442.74,1,,7365,3,6,1139,1,100,9920,99999999
2013,93987,1442.74,1,,7365,3,7,1478.14,2,100,9920,99999999
2013,93988,1418.03,1,,7365,3,1,1418.03,2,100,5700,35475
2013,93988,1418.03,1,,7365,3,2,1418.03,1,100,8965,6525
2013,93989,1395.11,1,,7365,3,1,1395.11,2,100,4250,12016
2013,93989,1395.11,1,,7365,3,2,1400.81,2,100,9920,27628
2013,93989,1395.11,1,,7365,3,3,1449.29,2,100,120,66200
2013,93990,1915.21,1,,7365,3,1,1915.21,2,651,9920,22445
2013,93991,1901.11,1,,7365,3,1,1901.11,2,651,2630,45100
2013,93991,1901.11,1,,7365,3,2,2035.43,1,651,9920,6600
2013,93994,1983.22,1,,7365,3,1,1983.22,1,651,1020,100134
2013,93994,1983.22,1,,7365,3,2,1983.22,2,651,940,4084
2013,93994,1983.22,1,,7365,3,3,2190.71,1,651,9920,99999999
2013,93994,1983.22,1,,7365,3,4,1448.96,1,651,9920,99999999
2013,93994,1983.22,1,,7365,3,5,1448.96,1,651,9920,99999999
2013,93995,1983.22,1,,7365,3,1,1983.22,1,100,430,36058
2013,93995,1983.22,1,,7365,3,2,1983.22,2,651,4520,25842
2013,93996,1840.6,1,,7365,3,1,1840.6,1,200,9920,13157
2013,93997,1725.2,1,,7365,3,1,1725.2,2,100,2300,50000
2013,93997,1725.2,1,,7365,3,2,1852.27,2,100,9920,99999999
2013,93998,1729.39,1,,7365,3,1,1729.39,1,100,2600,200000
2013,93998,1729.39,1,,7365,3,2,1729.39,2,100,3130,120000
2013,93998,1729.39,1,,7365,3,3,1901.21,2,100,9920,99999999
2013,93999,1918.77,1,,7365,3,1,1918.77,1,100,110,386315
2013,93999,1918.77,1,,7365,3,2,1918.77,2,100,3130,50081
2013,93999,1918.77,1,,7365,3,3,1364.24,1,100,9920,99999999
2013,93999,1918.77,1,,7365,3,4,1784.54,2,100,9920,99999999
2013,94000,1732.29,1,,7365,3,1,1732.29,1,100,9920,0
2013,94000,1732.29,1,,7365,3,2,1732.29,2,100,800,150162
2013,94000,1732.29,1,,7365,3,3,1364.24,1,100,9920,99999999
2013,94000,1732.29,1,,7365,3,4,1784.54,2,100,9920,99999999
2013,94001,1890.41,1,,7365,3,1,1890.41,1,651,1020,183950
2013,94001,1890.41,1,,7365,3,2,1890.41,2,651,1610,110950
2013,94002,1954.35,1,,7365,3,1,1954.35,1,651,910,81865
2013,94003,1871.65,1,,7365,3,1,1871.65,1,651,1460,110091
2013,94004,1865.57,1,,7365,3,1,1865.57,1,651,10,41000
2013,94004,1865.57,1,,7365,3,2,1942.2,1,100,1530,101000
2013,94004,1865.57,1,,7365,3,3,1990.36,1,651,2340,31000
2013,94004,1865.57,1,,7365,3,4,1990.36,1,651,730,101000
2013,94005,1736.36,1,,7365,3,1,1736.36,2,100,3060,500000
2013,94005,1736.36,1,,7365,3,2,1675.23,2,100,9920,99999999
2013,94005,1736.36,1,,7365,3,3,1598.25,1,100,9920,99999999
2013,94007,1948.37,1,,7365,3,1,1948.37,1,651,2825,75090
2013,94008,1940.86,1,,7365,3,1,1940.86,1,651,30,77010
2013,94008,1940.86,1,,7365,3,2,1940.86,2,651,9920,10
2013,94008,1940.86,1,,7365,3,3,1589.81,2,651,9920,99999999
2013,94008,1940.86,1,,7365,3,4,1414.6,1,651,9920,99999999
2013,94009,1709.08,1,,7365,3,1,1709.08,1,100,230,131340
2013,94009,1709.08,1,,7365,3,2,1653.54,1,100,9920,99999999
2013,94012,2210.23,1,,7365,3,1,2210.23,1,651,410,10000
2013,94012,2210.23,1,,7365,3,2,2210.23,2,651,3310,92000
2013,94012,2210.23,1,,7365,3,3,1559.84,1,651,4760,44000
2013,94012,2210.23,1,,7365,3,4,2126.08,2,651,2010,14600
2013,94013,1831.02,1,,7365,3,1,1831.02,2,100,710,77601
2013,94013,1831.02,1,,7365,3,2,1759.57,2,100,4620,13000
2013,94014,1663.58,1,,7365,3,1,1663.58,2,651,800,60503
2013,94014,1663.58,1,,7365,3,2,1663.58,1,100,5150,88530
2013,94017,1478.46,1,,7365,3,1,1478.46,1,100,840,882000
2013,94017,1478.46,1,,7365,3,2,1478.46,2,100,9920,2000
2013,94017,1478.46,1,,7365,3,3,1889.07,2,100,9920,99999999
2013,94017,1478.46,1,,7365,3,4,1647.29,1,100,9920,99999999
2013,94018,1621.11,1,,7365,3,1,1621.11,2,100,4840,85059
2013,94018,1621.11,1,,7365,3,2,1621.11,1,100,4965,140058
2013,94018,1621.11,1,,7365,3,3,1598.76,1,100,9920,99999999
2013,94018,1621.11,1,,7365,3,4,1581.17,1,100,9920,99999999
2013,94019,1751.64,1,,7365,3,1,1751.64,1,100,2840,180001
2013,94019,1751.64,1,,7365,3,2,1751.64,2,100,10,40843
2013,94019,1751.64,1,,7365,3,3,1564.87,1,801,9920,99999999
2013,94020,1716.25,1,,7365,3,1,1716.25,1,651,3740,140901
2013,94020,1716.25,1,,7365,3,2,1716.25,2,651,3130,110400
2013,94020,1716.25,1,,7365,3,3,1747.2,2,651,9920,99999999
2013,94020,1716.25,1,,7365,3,4,1720.41,1,651,9920,99999999
2013,94021,1612.45,1,,7365,3,1,1612.45,1,651,9100,20001
2013,94021,1612.45,1,,7365,3,2,1612.45,2,651,3130,90001
2013,94022,1369.43,1,,7365,3,1,1369.43,1,100,4250,20000
2013,94022,1369.43,1,,7365,3,2,1914.5,1,100,4250,3375
2013,94023,1524.34,1,,7365,3,1,1524.34,2,100,4230,2400
2013,94023,1524.34,1,,7365,3,2,1524.34,1,100,6260,25000
2013,94023,1524.34,1,,7365,3,3,1348.92,2,100,9920,99999999
2013,94023,1524.34,1,,7365,3,4,1614.51,2,100,9920,99999999
2013,94023,1524.34,1,,7365,3,5,1378.31,2,100,9920,99999999
2013,94024,1858.93,1,,7365,3,1,1858.93,2,200,5910,1000
2013,94024,1858.93,1,,7365,3,2,1858.93,1,200,1530,60001
2013,94024,1858.93,1,,7365,3,3,2023.95,2,200,9920,0
2013,94024,1858.93,1,,7365,3,4,1845.63,1,200,4110,800
2013,94025,1544.39,1,,7365,3,1,1544.39,1,651,9920,5823
2013,94026,1920.23,1,,7365,3,1,1920.23,1,651,9920,41991
2013,94026,1920.23,1,,7365,3,2,1920.23,2,651,9920,11741
2014,64484,2975.24,1,0,7365,3,1,2975.24,1,651,9920,5000
2014,64484,2975.24,1,0,7365,3,2,2588.62,1,651,3630,11010
2014,64484,2975.24,1,0,7365,3,3,3148.53,1,651,9920,5000
2014,64485,2693.46,1,0,7365,3,1,2693.46,1,100,4220,51500
2014,64485,2693.46,1,0,7365,3,2,2693.46,2,100,9920,0
2014,64485,2693.46,1,0,7365,3,3,3237.72,2,100,9920,99999999
2014,64485,2693.46,1,0,7365,3,4,3225.54,1,100,9920,99999999
2014,64485,2693.46,1,0,7365,3,5,3007.22,2,100,9920,99999999
2014,64485,2693.46,1,0,7365,3,6,2544.54,1,100,9920,99999999
2014,64486,2195.26,1,0,7365,3,1,2195.26,1,651,4110,36240
2014,64486,2195.26,1,0,7365,3,2,2195.26,2,651,5120,69050
2014,64486,2195.26,1,0,7365,3,3,2025.19,1,651,2910,0
2014,64486,2195.26,1,0,7365,3,4,2025.19,1,651,4850,30700
2014,64486,2195.26,1,0,7365,3,5,2527.05,2,651,9920,0
2014,64487,2941.3,1,0,7365,3,1,2941.3,1,200,4720,37502
2014,64487,2941.3,1,0,7365,3,2,2941.3,2,200,9920,0
2014,64487,2941.3,1,0,7365,3,3,2676.82,2,200,9920,0
2014,64490,2525.6,1,0,7365,3,1,2525.6,1,100,430,150000
2014,64490,2525.6,1,0,7365,3,2,2525.6,2,100,9920,0
2014,64490,2525.6,1,0,7365,3,3,2527.24,2,100,9920,99999999
2014,64490,2525.6,1,0,7365,3,4,2527.24,2,100,9920,99999999
2014,64491,2770.02,1,0,7365,3,1,2770.02,2,200,2010,20100
2014,64491,2770.02,1,0,7365,3,2,3954.14,1,200,9920,99999999
2014,64492,1858.31,1,0,7365,3,1,1858.31,1,200,4030,10600
2014,64492,1858.31,1,0,7365,3,2,1620.3,2,200,9920,0
2014,64492,1858.31,1,0,7365,3,3,1419.34,1,200,9920,99999999
2014,64493,1477.34,1,0,7365,3,1,1477.34,2,200,9920,6440
2014,64493,1477.34,1,0,7365,3,2,1044.17,1,200,9920,99999999
2014,64493,1477.34,1,0,7365,3,3,1055.54,2,200,9920,99999999
2014,64493,1477.34,1,0,7365,3,4,1134.28,2,200,9920,99999999
2014,64493,1477.34,1,0,7365,3,5,1498.26,2,200,9920,99999999
2014,64494,2725.9,1,0,7365,3,1,2725.9,2,200,2010,40100
2014,64494,2725.9,1,0,7365,3,2,2725.9,1,200,4220,30400
2014,64494,2725.9,1,0,7365,3,3,2116.08,2,200,9920,99999999
2014,64495,4767.71,1,0,7365,3,1,4767.71,1,100,9620,30002
2014,64495,4767.71,1,0,7365,3,2,4767.71,2,100,9920,17522
2014,64496,3421.04,1,0,7365,3,1,3421.04,1,651,7340,67000
2014,64496,3421.04,1,0,7365,3,2,3421.04,2,651,4520,10000
2014,64496,3421.04,1,0,7365,3,3,2696.77,1,651,9920,99999999
2014,64497,2176.43,1,0,7365,3,1,2176.43,2,100,4720,35000
2014,64498,2265.07,1,0,7365,3,1,2265.07,1,651,1020,110500
2014,64498,2265.07,1,0,7365,3,2,2265.07,2,651,2300,32000
2014,64498,2265.07,1,0,7365,3,3,2181.74,2,651,9920,99999999
2014,64500,4732.39,1,0,7365,3,1,4732.39,2,100,9920,25500
2014,64503,2925.03,1,0,7365,3,1,2925.03,1,100,350,105501
2014,64503,2925.03,1,0,7365,3,2,2925.03,2,100,1000,82502
2014,64503,2925.03,1,0,7365,3,3,3605.68,2,100,9920,1480
2014,64504,3084.45,1,0,7365,3,1,3084.45,2,100,9920,44917
2014,64505,1695.22,1,0,7365,3,1,1695.22,2,651,1400,120100
2014,64505,1695.22,1,0,7365,3,2,1695.22,1,651,1400,80100
2014,64505,1695.22,1,0,7365,3,3,1970.18,1,651,9920,99999999
2014,64505,1695.22,1,0,7365,3,4,1260.99,2,651,9920,99999999
2014,64505,1695.22,1,0,7365,3,5,1697.46,2,651,9920,9600
2014,64506,2948.53,1,0,7365,3,1,2948.53,2,100,3930,0
2014,64506,2948.53,1,0,7365,3,2,3068.76,2,100,9920,34645
2014,64507,3293.36,1,0,7365,3,1,3293.36,1,100,9920,37859
2014,64508,1977.66,1,0,7365,3,1,1977.66,2,651,4700,60000
2014,64508,1977.66,1,0,7365,3,2,1977.66,1,651,4700,70000
2014,64508,1977.66,1,0,7365,3,3,1970.18,1,651,9920,99999999
2014,64508,1977.66,1,0,7365,3,4,1697.46,2,651,9920,8400
2014,64508,1977.66,1,0,7365,3,5,1697.46,2,651,9920,7200
2014,64508,1977.66,1,0,7365,3,6,1697.46,1,651,9920,8400
2014,64509,1197.39,1,0,7365,3,1,1197.39,1,100,9920,62005
2014,64509,1197.39,1,0,7365,3,2,1197.39,2,100,7700,71005
2014,64509,1197.39,1,0,7365,3,3,1616.97,1,100,8740,15005
2014,64509,1197.39,1,0,7365,3,4,1284.3,1,100,9920,99999999
2014,64509,1197.39,1,0,7365,3,5,1014.54,1,100,9920,99999999
2014,64509,1197.39,1,0,7365,3,6,1262.76,2,100,9920,99999999
2014,64510,4585.55,1,0,7365,3,1,4585.55,2,100,5150,69750
2014,64512,4430.45,1,0,7365,3,1,4430.45,2,100,2850,13200
2014,64512,4430.45,1,0,7365,3,2,4430.45,1,100,820,2400
2014,64513,2201.97,1,0,7365,3,1,2201.97,1,100,140,17580
2014,64513,2201.97,1,0,7365,3,2,2201.97,2,100,9920,21659
2014,64514,5009.12,1,0,7365,3,1,5009.12,1,100,300,164000
2014,64514,5009.12,1,0,7365,3,2,5009.12,2,100,220,4000
2014,64515,3650.38,1,0,7365,3,1,3650.38,1,651,1020,100000
2014,64515,3650.38,1,0,7365,3,2,3650.38,2,651,1020,15000
2014,64516,4295.26,1,0,7365,3,1,4295.26,1,100,7510,22000
2014,64517,2906.17,1,0,7365,3,1,2906.17,1,100,4760,85000
2014,64517,2906.17,1,0,7365,3,2,2906.17,2,651,4760,25000
2014,64517,2906.17,1,0,7365,3,3,3545.75,2,803,9920,0
2014,64517,2906.17,1,0,7365,3,4,3057.51,1,803,9920,99999999
2014,64518,2243.46,1,0,7365,3,1,2243.46,2,200,9920,5160
2014,64518,2243.46,1,0,7365,3,2,2243.46,1,200,9920,29219
2014,64519,2483.33,1,0,7365,3,1,2483.33,1,100,1820,781399
2014,64519,2483.33,1,0,7365,3,2,2483.33,2,100,9920,135799
2014,64519,2483.33,1,0,7365,3,3,2932.03,2,100,9920,10800
2014,64520,2635.77,1,0,7365,3,1,2635.77,1,100,2100,679000
2014,64520,2635.77,1,0,7365,3,2,2635.77,2,100,1820,165000
2014,64520,2635.77,1,0,7365,3,3,2762.85,2,100,9920,99999999
2014,64520,2635.77,1,0,7365,3,4,2752.46,1,100,9920,99999999
2014,64521,1975.6,1,0,7365,3,1,1975.6,2,100,9920,57783
2014,64521,1975.6,1,0,7365,3,2,1975.6,1,100,6240,36687
2014,64521,1975.6,1,0,7365,3,3,1886.96,2,100,30,25000
2014,64521,1975.6,1,0,7365,3,4,2262.34,1,100,4760,0
2014,64522,4881,1,0,7365,3,1,4881,2,100,9920,6484
2014,64522,4881,1,0,7365,3,2,4881,1,100,9620,75484
2014,64522,4881,1,0,7365,3,3,4591.94,1,100,9620,1750
2014,64523,3168.64,1,0,7365,3,1,3168.64,1,651,120,111500
2014,64523,3168.64,1,0,7365,3,2,3168.64,2,651,1800,151500
2014,64523,3168.64,1,0,7365,3,3,2995.64,2,651,9920,99999999
2014,64524,2941.3,1,0,7365,3,1,2941.3,1,200,9920,0
2014,64524,2941.3,1,0,7365,3,2,2941.3,2,200,9920,0
2014,64525,3233,1,0,7365,3,1,3233,1,651,6260,15828
2014,64525,3233,1,0,7365,3,2,3233,2,651,9920,0
2014,64525,3233,1,0,7365,3,3,2014.89,1,651,9920,14502
2014,64525,3233,1,0,7365,3,4,2465.06,1,651,9920,0
2014,64526,3272.65,1,0,7365,3,1,3272.65,1,802,7010,17600
2014,64526,3272.65,1,0,7365,3,2,3272.65,2,100,3630,32500
2014,64527,5206.79,1,0,7365,3,1,5206.79,1,100,840,63003
2014,64529,3056.54,1,0,7365,3,1,3056.54,1,200,9920,13716
2014,64529,3056.54,1,0,7365,3,2,2022.66,2,200,5100,14400
2014,64530,2236.61,1,0,7365,3,1,2236.61,1,652,9130,45000
2014,64530,2236.61,1,0,7365,3,2,2236.61,2,652,5700,60002
2014,64530,2236.61,1,0,7365,3,3,1880.03,2,652,9920,99999999
2014,64530,2236.61,1,0,7365,3,4,1554.95,2,652,4610,24000
2014,64530,2236.61,1,0,7365,3,5,1806.72,1,652,9920,0
2014,64531,2074.09,1,0,7365,3,1,2074.09,1,651,9130,45000
2014,64531,2074.09,1,0,7365,3,2,2074.09,2,651,1000,40000
2014,64531,2074.09,1,0,7365,3,3,1223.71,1,651,9920,7680
2014,64532,1314.17,1,0,7365,3,1,1314.17,2,200,2550,86550
2014,64534,2357.44,1,0,7365,3,1,2357.44,1,100,6420,12000
2014,64534,2357.44,1,0,7365,3,2,2357.44,2,100,9920,0
2014,64534,2357.44,1,0,7365,3,3,2355.13,2,100,9920,0
2014,64534,2357.44,1,0,7365,3,4,2355.13,2,100,9920,0
2014,64534,2357.44,1,0,7365,3,5,2440.31,1,100,9920,99999999
2014,64534,2357.44,1,0,7365,3,6,2544.13,2,100,9920,99999999
2014,64535,3374.01,1,0,7365,3,1,3374.01,2,651,9920,0
2014,64535,3374.01,1,0,7365,3,2,3374.01,1,651,7000,80000
2014,64535,3374.01,1,0,7365,3,3,3160.72,2,651,9920,0
2014,64535,3374.01,1,0,7365,3,4,2482.66,1,651,9920,0
2014,64535,3374.01,1,0,7365,3,5,3752.43,1,651,9920,99999999
2014,64535,3374.01,1,0,7365,3,6,2849.9,1,651,9920,99999999
2014,64536,3403.64,1,0,7365,3,1,3403.64,1,651,20,120150
2014,64536,3403.64,1,0,7365,3,2,3403.64,2,651,30,80150
2014,64536,3403.64,1,0,7365,3,3,3110.15,2,651,9920,99999999
2014,64536,3403.64,1,0,7365,3,4,2835.41,1,651,9920,99999999
2014,64537,1957.94,1,0,7365,3,1,1957.94,1,100,4220,42000
2014,64537,1957.94,1,0,7365,3,2,1957.94,2,100,4220,32000
2014,64537,1957.94,1,0,7365,3,3,2567.9,2,100,7720,32302
2014,64537,1957.94,1,0,7365,3,4,2673.48,1,100,9920,99999999
2014,64537,1957.94,1,0,7365,3,5,2483.77,1,100,9920,99999999
2014,64537,1957.94,1,0,7365,3,6,2574.29,1,100,9920,99999999
2014,64538,3366.5,1,0,7365,3,1,3366.5,2,651,2200,55000
2014,64539,4156.06,1,0,7365,3,1,4156.06,1,100,310,80080
2014,64540,4584.52,1,0,7365,3,1,4584.52,2,100,9920,68183
2014,64540,4584.52,1,0,7365,3,2,4584.52,1,100,9920,71872
2014,64541,3773.85,1,0,7365,3,1,3773.85,1,100,850,76540
2014,64541,3773.85,1,0,7365,3,2,3773.85,2,200,2200,28000
2014,64541,3773.85,1,0,7365,3,3,4001.16,1,801,9920,99999999
2014,64541,3773.85,1,0,7365,3,4,3154.03,1,801,9920,99999999
2014,64542,4253.21,1,0,7365,3,1,4253.21,1,100,710,126000
2014,64542,4253.21,1,0,7365,3,2,4253.21,2,100,9920,132000
2014,64543,2072.74,1,0,7365,3,1,2072.74,2,100,5120,63000
2014,64543,2072.74,1,0,7365,3,2,2072.74,1,100,9140,50000
2014,64543,2072.74,1,0,7365,3,3,2250.83,1,100,9920,16801
2014,64543,2072.74,1,0,7365,3,4,2343.15,2,100,4620,1343
2014,64544,3383.71,1,0,7365,3,1,3383.71,1,651,530,73200
2014,64544,3383.71,1,0,7365,3,2,3383.71,2,651,930,144700
2014,64545,4642.8,1,0,7365,3,1,4642.8,2,100,2540,21717
2014,64546,4324.81,1,0,7365,3,1,4324.81,1,100,230,36805
2014,64546,4324.81,1,0,7365,3,2,4324.81,1,100,2040,12005
